"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-03",,,,,,,,"93","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-04",,,,,,,,"97","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-05",,,,,,,,"98","77",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-06",,,,,,,,"92","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-07",,,,,,,,"71","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-08",,,,,,,,"73","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-09",,,,,,,,"87","69",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-10",,,,,,,,"90","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-11",,,,,,,,"95","77",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-12",,,,,,,,"94","80",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-13",,,,,,,,"96","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-14",,,,,,,,"94","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-15",,,,,,,,"96","77",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-16",,,,,,,,"96","78",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-17",,,,,,,,"89","78",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-18",,,,,,,,"95","77",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-19",,,,,,,,"92","76",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-20",,,,,,,,"98","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-21",,,,,,,,"93","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-22",,,,,,,,"76","68",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-23",,,,,,,,"85","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-24",,,,,,,,"88","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-25",,,,,,,,"89","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-26",,,,,,,,"90","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-27",,,,,,,,"91","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-28",,,,,,,,"93","67",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-29",,,,,,,,"95","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-30",,,,,,,,"96","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-08-31",,,,,,,,"96","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-01",,,,,,,,"95","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-03",,,,,,,,"93","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-04",,,,,,,,"83","62",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-05",,,,,,,,"83","55",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-06",,,,,,,,"90","60",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-07",,,,,,,,"92","69",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-08",,,,,,,,"88","75",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-09",,,,,,,,"94","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-10",,,,,,,,"88","64",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-11",,,,,,,,"87","57",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-12",,,,,,,,"89","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-13",,,,,,,,"92","68",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-14",,,,,,,,"93","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-15",,,,,,,,"94","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-16",,,,,,,,"96","74",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-17",,,,,,,,"96","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-18",,,,,,,,"95","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-19",,,,,,,,"94","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-20",,,,,,,,"95","73",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-22",,,,,,,,"83","66",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-23",,,,,,,,"79","68",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-24",,,,,,,,"75","65",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-25",,,,,,,,"78","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-26",,,,,,,,"84","58",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-27",,,,,,,,"85","61",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-28",,,,,,,,"89","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-29",,,,,,,,"86","61",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-09-30",,,,,,,,"90","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-01",,,,,,,,"86","67",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-02",,,,,,,,"87","54",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-03",,,,,,,,"87","58",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-04",,,,,,,,"86","55",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-05",,,,,,,,"86","60",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-06",,,,,,,,"89","61",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-07",,,,,,,,"83","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-08",,,,,,,,"86","71",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-09",,,,,,,,"85","72",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-10",,,,,,,,"85","70",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-11",,,,,,,,"86","68",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-12",,,,,,,,"81","60",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-13",,,,,,,,"69","52",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-14",,,,,,,,"72","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-15",,,,,,,,"73","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-16",,,,,,,,"72","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-17",,,,,,,,"65","47",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-18",,,,,,,,"69","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-19",,,,,,,,"77","52",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-20",,,,,,,,"81","53",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-21",,,,,,,,"69","52",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-22",,,,,,,,"64","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-23",,,,,,,,"64","43",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-24",,,,,,,,"80","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-25",,,,,,,,"81","53",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-26",,,,,,,,"56","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-27",,,,,,,,"55","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-28",,,,,,,,"59","39",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-29",,,,,,,,"63","43",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-30",,,,,,,,"72","57",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-10-31",,,,,,,,"75","58",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-01",,,,,,,,"72","55",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-02",,,,,,,,"68","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-03",,,,,,,,"63","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-04",,,,,,,,"66","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-05",,,,,,,,"65","49",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-06",,,,,,,,"53","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-07",,,,,,,,"54","39",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-08",,,,,,,,"59","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-09",,,,,,,,"59","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-10",,,,,,,,"52","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-11",,,,,,,,"48","43",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-12",,,,,,,,"48","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-13",,,,,,,,"45","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-14",,,,,,,,"48","37",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-15",,,,,,,,"47","33",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-16",,,,,,,,"46","28",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-17",,,,,,,,"49","27",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-18",,,,,,,,"51","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-19",,,,,,,,"58","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-20",,,,,,,,"63","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-21",,,,,,,,"63","48",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-22",,,,,,,,"59","43",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-23",,,,,,,,"64","34",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-24",,,,,,,,"65","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-25",,,,,,,,"67","52",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-26",,,,,,,,"73","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-27",,,,,,,,"74","57",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-28",,,,,,,,"71","63",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-29",,,,,,,,"68","48",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-11-30",,,,,,,,"52","48",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-01",,,,,,,,"53","47",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-02",,,,,,,,"52","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-03",,,,,,,,"57","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-04",,,,,,,,"55","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-05",,,,,,,,"47","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-06",,,,,,,,"46","29",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-07",,,,,,,,"41","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-08",,,,,,,,"45","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-09",,,,,,,,"63","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-10",,,,,,,,"49","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-11",,,,,,,,"40","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-12",,,,,,,,"39","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-13",,,,,,,,"37","27",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-14",,,,,,,,"54","26",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-15",,,,,,,,"58","29",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-16",,,,,,,,"66","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-17",,,,,,,,"62","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-18",,,,,,,,"64","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-19",,,,,,,,"70","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-20",,,,,,,,"73","49",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-21",,,,,,,,"56","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-22",,,,,,,,"52","37",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-23",,,,,,,,"47","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-24",,,,,,,,"47","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-25",,,,,,,,"48","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-26",,,,,,,,"42","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-27",,,,,,,,"48","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-28",,,,,,,,"43","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-29",,,,,,,,"51","34",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-30",,,,,,,,"62","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1997-12-31",,,,,,,,"52","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-01",,,,,,,,"59","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-02",,,,,,,,"66","54",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-03",,,,,,,,"67","58",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-04",,,,,,,,"67","59",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-05",,,,,,,,"67","58",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-06",,,,,,,,"62","58",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-07",,,,,,,,"59","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-08",,,,,,,,"44","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-09",,,,,,,,"45","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-10",,,,,,,,"46","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-11",,,,,,,,"55","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-12",,,,,,,,"60","52",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-13",,,,,,,,"56","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-14",,,,,,,,"48","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-15",,,,,,,,"50","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-16",,,,,,,,"60","30",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-17",,,,,,,,"59","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-18",,,,,,,,"57","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-19",,,,,,,,"51","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-20",,,,,,,,"55","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-21",,,,,,,,"56","50",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-22",,,,,,,,"51","39",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-23",,,,,,,,"50","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-24",,,,,,,,"54","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-25",,,,,,,,"55","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-26",,,,,,,,"50","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-27",,,,,,,,"57","35",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-28",,,,,,,,"65","41",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-29",,,,,,,,"66","45",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-30",,,,,,,,"63","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-01-31",,,,,,,,"60","38",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-01",,,,,,,,"52","47",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-02",,,,,,,,"59","46",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-03",,,,,,,,"63","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-04",,,,,,,,"57","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-05",,,,,,,,"47","33",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-06",,,,,,,,"53","32",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-07",,,,,,,,"55","31",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-08",,,,,,,,"51","30",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-09",,,,,,,,"65","40",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-10",,,,,,,,"62","47",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-11",,,,,,,,"59","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-12",,,,,,,,"54","36",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-13",,,,,,,,"60","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-14",,,,,,,,"63","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-15",,,,,,,,"52","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-16",,,,,,,,"50","44",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-17",,,,,,,,"49","42",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-18",,,,,,,,"62","37",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-19",,,,,,,,"59","43",,,,,,,,,,,,,,,,,,,,,,,
"USW00013977","TEXARKANA WEBB FIELD, AR US","1998-02-20",,,,,,,,"65","37",,,,,,,,,,,,,,,,,,,,,,,
